!!SBtab TableName='Reaction' TableType='Reaction'						
!Reaction	!SumFormula	!Reaction:Identifiers:kegg.reaction	!IsReversible	!Gene		
PTS_RPTSsy	D_Glucose + Phosphoenolpyruvate <=> Pyruvate + D_Glucose_6_phosphate	RPTSsy	1	PTS		
concentration	Citrate	C00158	1.96E-03			
concentration	Succinyl_CoA	C00091	2.33E-04			
concentration	_3_Phospho_D_glycerate	C00197	1.54E-03			
concentration	D_Glucono_1_5_lactone_6_phosphate	C01236	NaN			
concentration	D_Fructose_6_phosphate	C00085	NaN			
concentration	_2_Phospho_D_glycerate	C00631	NaN			
concentration	Succinate	C00042	5.69E-04			
concentration	Sedoheptulose_7_phosphate	C05382	NaN			
!!SBtab TableName='EnzymeConcentration' TableType='Quantity' Unit='M'						
!QuantityType	!Reaction	!Reaction:Identifiers:kegg.reaction	!EnzymeConcentration			
concentration of enzyme	PTS_RPTSsy	RPTSsy	5.28E-06			
concentration of enzyme	PGI_R02740	R02740	4.43E-06			
concentration of enzyme	PFK_R04779	R04779	2.46E-06			
concentration of enzyme	ALD_R01070	R01070	NaN			
concentration of enzyme	TIM_R01015	R01015	6.13E-06			
concentration of enzyme	GAP_R01061	R01061	2.41E-05			
concentration of enzyme	PGK_R01512	R01512	1.45E-05			
concentration of enzyme	PGM_R01518	R01518	8.06E-06			
concentration of enzyme	PGH_R00658	R00658	2.49E-05			
concentration of enzyme	PYK_R00200	R00200	7.66E-06			
concentration of enzyme	PDH_R00209	R00209	7.77E-06			
concentration of enzyme	ZWF_R00835	R00835	1.40E-06			
concentration of enzyme	GLH_R02035	R02035	1.78E-06			
concentration of enzyme	PGD_R01528	R01528	1.35E-05			
concentration of enzyme	RPI_R01056	R01056	3.62E-06			
concentration of enzyme	RPE_R01529	R01529	2.36E-06			
concentration of enzyme	TXT_R01641	R01641	NaN			
concentration of enzyme	TAL_R08575	R08575	9.90E-06			
concentration of enzyme	TXT_R01067	R01067	1.80E-06			
concentration of enzyme	FBP_R00762	R00762	NaN			
concentration of enzyme	CSN_R00351	R00351	6.04E-06			
concentration of enzyme	ACN_R00351	R00351	6.04E-06			
concentration of enzyme	ACN_R01900	R01900	6.03E-06			
concentration of enzyme	ICD_R00709	R00709	1.79E-05			
concentration of enzyme	KGD_R08549	R08549	NaN			
concentration of enzyme	SCS_R00405	R00405	NaN			
concentration of enzyme	SDH_R02164	R02164	NaN			
concentration of enzyme	FUM_R01082	R01082	1.60E-06			
concentration of enzyme	MDH_R00342	R00342	2.41E-05			
!!SBtab TableName='Position' TableType='Position'						
!Element	!PositionX	!PositionY				
_S__Malate	0.328	0.0951				
Acetyl_CoA	0.359	0.229				
Fumarate	0.362	-0.00161				
cis_Aconitate	0.562	0.21				
_6_Phospho_D_gluconate	0.616	0.957				
Orthophosphate	0.0564	0.638				
Pyruvate	0.352	0.309				
NADPplus	0.0595	0.388				
NADPH	0.0611	0.447				
NADH	0.0595	0.562				
NADplus	0.058	0.506				
ATP	0.0564	0.698				
H2O	0.449	0.128				
_2_Oxoglutarate	0.644	0.0556				
Oxaloacetate	0.356	0.176				
Ubiquinone	0.331	-0.00941				
D_Erythrose_4_phosphate	0.504	0.871				
Ubiquinol	0.317	-0.0326				
ADP	0.0549	0.758				
Isocitrate	0.638	0.138				
D_Ribulose_5_phosphate	0.668	0.871				
D_Xylulose_5_phosphate	0.609	0.841				
D_Glucose_6_phosphate	0.352	0.965				
_3_Phospho_D_glyceroyl_phosphate	0.352	0.642				
CoA	0.392	0.279				
CO2	0.545	0.124				
D_Ribose_5_phosphate	0.614	0.761				
Glycerone_phosphate	0.268	0.746				
D_Glucose	0.111	0.966				
D_Fructose_1_6_bisphosphate	0.352	0.828				
D_Glyceraldehyde_3_phosphate	0.352	0.721				
Phosphoenolpyruvate	0.352	0.407				
Citrate	0.446	0.221				
Succinyl_CoA	0.586	-0.0187				
_3_Phospho_D_glycerate	0.352	0.569				
D_Glucono_1_5_lactone_6_phosphate	0.494	0.983				
D_Fructose_6_phosphate	0.352	0.895				
_2_Phospho_D_glycerate	0.352	0.486				
Succinate	0.466	-0.0512				
Sedoheptulose_7_phosphate	0.575	0.822				
PTS_RPTSsy	0.181	0.965				
PGI_R02740	0.352	0.924				
PFK_R04779	0.334	0.859				
ALD_R01070	0.352	0.791				
TIM_R01015	0.297	0.717				
GAP_R01061	0.352	0.683				
PGK_R01512	0.352	0.606				
PGM_R01518	0.352	0.524				
PGH_R00658	0.352	0.438				
PYK_R00200	0.352	0.354				
PDH_R00209	0.352	0.266				
ZWF_R00835	0.429	0.983				
GLH_R02035	0.585	0.974				
PGD_R01528	0.651	0.919				
RPI_R01056	0.664	0.801				
RPE_R01529	0.637	0.86				
TXT_R01641	0.502	0.736				
TAL_R08575	0.567	0.887				
TXT_R01067	0.427	0.838				
FBP_R00762	0.372	0.857				
CSN_R00351	0.393	0.198				
ACN_R00351	0.506	0.224				
ACN_R01900	0.614	0.176				
ICD_R00709	0.645	0.1				
KGD_R08549	0.622	0.0169				
SCS_R00405	0.535	-0.0373				
SDH_R02164	0.402	-0.0392				
FUM_R01082	0.34	0.0355				
MDH_R00342	0.334	0.141				
